Owner Login,Repository Name,Repository URL
sumeetchhetri,faugjs-eclipse-plugin,https://github.com/sumeetchhetri/faugjs-eclipse-plugin
sderrien,Uclid-editor,https://github.com/sderrien/Uclid-editor
GlancingMind,xtext-lsp-missing-deleteFile-impl,https://github.com/GlancingMind/xtext-lsp-missing-deleteFile-impl
zmy3036190149,theia-xtext-pf-v1-backup,https://github.com/zmy3036190149/theia-xtext-pf-v1-backup
MDSDLab,mdsd-2023-lab2-xtext-xtend,https://github.com/MDSDLab/mdsd-2023-lab2-xtext-xtend
abieren,MDSD-Xtext-Project-for-JavaFX,https://github.com/abieren/MDSD-Xtext-Project-for-JavaFX
SimonCockx,xtext-assertAllWhitespaceIsFormatted,https://github.com/SimonCockx/xtext-assertAllWhitespaceIsFormatted
tombk556,SF_Factories_Beleg2324_Xtext_DSL,https://github.com/tombk556/SF_Factories_Beleg2324_Xtext_DSL
DonatasC,CodeGeneration,https://github.com/DonatasC/CodeGeneration
trichterwolke,init,https://github.com/trichterwolke/init
zs6jce,x400-xrpgle,https://github.com/zs6jce/x400-xrpgle
cyrilnavessamuel,TripManagment,https://github.com/cyrilnavessamuel/TripManagment
paullewallencom,xtext-xtend-978-1-7864-6496-5,https://github.com/paullewallencom/xtext-xtend-978-1-7864-6496-5
coalae,telemed,https://github.com/coalae/telemed
vorburger,xtend-StackOverflowError-issue461,https://github.com/vorburger/xtend-StackOverflowError-issue461
JoaoMAlmeida,projetoCompiladores18-2,https://github.com/JoaoMAlmeida/projetoCompiladores18-2
Bisssen,math_assignment_3_math_compiler_xtext_and_xtend,https://github.com/Bisssen/math_assignment_3_math_compiler_xtext_and_xtend
vks2106,domain.model,https://github.com/vks2106/domain.model
metafacture,metafacture-flux,https://github.com/metafacture/metafacture-flux
mrtnstn,example-script-language,https://github.com/mrtnstn/example-script-language
Michel-Nassalang,eclipse_workspace,https://github.com/Michel-Nassalang/eclipse_workspace
varadbal,FunPL,https://github.com/varadbal/FunPL
oliverablagojevic,QuestionnaireDSL,https://github.com/oliverablagojevic/QuestionnaireDSL
EightPillars,NmtranEditor,https://github.com/EightPillars/NmtranEditor
DSIE2,Implementing-observer-design-pattern-with-Xtext-and-Xtend,https://github.com/DSIE2/Implementing-observer-design-pattern-with-Xtext-and-Xtend
George-6629,Lobster-language-conversion-sql-language-based-on-Xtext,https://github.com/George-6629/Lobster-language-conversion-sql-language-based-on-Xtext
hvbargen,meth,https://github.com/hvbargen/meth
mischnic,bachelors-thesis,https://github.com/mischnic/bachelors-thesis
cs130-w22,statemachine,https://github.com/cs130-w22/statemachine
cesarlaso,tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf,https://github.com/cesarlaso/tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf
houssemradhouane,Meta-Modelisation-of-Games-Using-UML-Eclipse-Xtext-Acceleo-JAVA,https://github.com/houssemradhouane/Meta-Modelisation-of-Games-Using-UML-Eclipse-Xtext-Acceleo-JAVA
mdsd-team-1,domain-specific-language,https://github.com/mdsd-team-1/domain-specific-language
PalladioSimulator,Palladio-Editors-VSCode,https://github.com/PalladioSimulator/Palladio-Editors-VSCode
nils-christian,xtend-active-annotation-issue,https://github.com/nils-christian/xtend-active-annotation-issue
modicio,feature-dsl-tools,https://github.com/modicio/feature-dsl-tools
HBuender,Aim42Visualizer,https://github.com/HBuender/Aim42Visualizer
scanyboss,ide-yourdsl,https://github.com/scanyboss/ide-yourdsl
spirvdev,dumpsymb,https://github.com/spirvdev/dumpsymb
thlaegler,edilang,https://github.com/thlaegler/edilang
agonzalezgaliana,mydsl-language-server,https://github.com/agonzalezgaliana/mydsl-language-server
codezork,DSL-Blog,https://github.com/codezork/DSL-Blog
LorenzoBettini,issue-2000-example,https://github.com/LorenzoBettini/issue-2000-example
trifonnt,net.adempiere.dsl.properties.spring.parent,https://github.com/trifonnt/net.adempiere.dsl.properties.spring.parent
scanyboss,hello-world-language,https://github.com/scanyboss/hello-world-language
joerg-holtmann,Pretty-Printer_Language-Analysis,https://github.com/joerg-holtmann/Pretty-Printer_Language-Analysis
coffeeframework,HLVL,https://github.com/coffeeframework/HLVL
HermanPeeren,eJSL-MPS,https://github.com/HermanPeeren/eJSL-MPS
kukulkan-project,kukulkan-language-server,https://github.com/kukulkan-project/kukulkan-language-server
mdsd-team-1,dsl-layered-style,https://github.com/mdsd-team-1/dsl-layered-style
larissafiorini,t2-lingProg,https://github.com/larissafiorini/t2-lingProg
ragben,NetzDsl,https://github.com/ragben/NetzDsl
Cosimo5lli,assertx-swing,https://github.com/Cosimo5lli/assertx-swing
gyaltso,Eclipse-Training-Schedules,https://github.com/gyaltso/Eclipse-Training-Schedules
wzurborg,xtend-example,https://github.com/wzurborg/xtend-example
kyberszittya,simple-ros-code-generator,https://github.com/kyberszittya/simple-ros-code-generator
LinguaPhylo,linguaPhyloDSL,https://github.com/LinguaPhylo/linguaPhyloDSL
dsanmartins,Entidades,https://github.com/dsanmartins/Entidades
opcoach,datasample,https://github.com/opcoach/datasample
bujosa,smart-dsl,https://github.com/bujosa/smart-dsl
robinguill,DSL_UML_INSA,https://github.com/robinguill/DSL_UML_INSA
DedalArmy,SpringDSLJava,https://github.com/DedalArmy/SpringDSLJava
LiamWalsh98,tumlrt-language-server,https://github.com/LiamWalsh98/tumlrt-language-server
jonev,HTTP-REST-test-DSL,https://github.com/jonev/HTTP-REST-test-DSL
ElBilbao,DSL-Wizard-Creator,https://github.com/ElBilbao/DSL-Wizard-Creator
ooaa30,Wail,https://github.com/ooaa30/Wail
Wilson008,GrammarGenerator,https://github.com/Wilson008/GrammarGenerator
ScytherTool,dsl,https://github.com/ScytherTool/dsl
NaoMod,MiniTL,https://github.com/NaoMod/MiniTL
ryangarvey,mde-spec,https://github.com/ryangarvey/mde-spec
bfMarcelino,SchemeLP,https://github.com/bfMarcelino/SchemeLP
henriklange,ifcBrickConvert,https://github.com/henriklange/ifcBrickConvert
osarenogae,fault_trees_textual_editor,https://github.com/osarenogae/fault_trees_textual_editor
claudenirmf,TPTP-Editor,https://github.com/claudenirmf/TPTP-Editor
augustin-rialan,IDM,https://github.com/augustin-rialan/IDM
henriklange,ifcBrickConvertDsl,https://github.com/henriklange/ifcBrickConvertDsl
PikaQin,XModel-Code-Converter,https://github.com/PikaQin/XModel-Code-Converter
helloyaqin,XModel-Code-Converter,https://github.com/helloyaqin/XModel-Code-Converter
Garlo13,CEPStaticAnalysis,https://github.com/Garlo13/CEPStaticAnalysis
Frederic-Boulanger-UPS,MiniARM-feature,https://github.com/Frederic-Boulanger-UPS/MiniARM-feature
Jaddison011,C4EventB,https://github.com/Jaddison011/C4EventB
MDEGroup,metatemplating,https://github.com/MDEGroup/metatemplating
abdullah-4Mohammed,AWS-EC2-Service_DSL-EMF,https://github.com/abdullah-4Mohammed/AWS-EC2-Service_DSL-EMF
grammeaway,math-interpreter-dsl,https://github.com/grammeaway/math-interpreter-dsl
ahmedsaleh1998,concept_project,https://github.com/ahmedsaleh1998/concept_project
Chaimaa-Louahabi,Model-Driven-Engineering,https://github.com/Chaimaa-Louahabi/Model-Driven-Engineering
fayssalElAnsari,Kotlin-Meta-Model,https://github.com/fayssalElAnsari/Kotlin-Meta-Model
MisbahAwan,SeamlessRuntimeTransformations,https://github.com/MisbahAwan/SeamlessRuntimeTransformations
ProjetoDSL,CanopusDesign,https://github.com/ProjetoDSL/CanopusDesign
Ryuzaki101,Workbench,https://github.com/Ryuzaki101/Workbench
eclipse,xtext,https://github.com/eclipse/xtext
eclipse,xtext-core,https://github.com/eclipse/xtext-core
eclipse,xtext-xtend,https://github.com/eclipse/xtext-xtend
eclipse,xtext-eclipse,https://github.com/eclipse/xtext-eclipse
eclipse,xtext-extras,https://github.com/eclipse/xtext-extras
eclipse,xtext-web,https://github.com/eclipse/xtext-web
xtext,seven-languages-xtext,https://github.com/xtext/seven-languages-xtext
eclipse,xtext-maven,https://github.com/eclipse/xtext-maven
eclipse,xtext-lib,https://github.com/eclipse/xtext-lib
xtext,maven-xtext-example,https://github.com/xtext/maven-xtext-example
seebk,LaTeXText,https://github.com/seebk/LaTeXText
cdietrich,xtext-languageserver-example,https://github.com/cdietrich/xtext-languageserver-example
eclipse,xtext-idea,https://github.com/eclipse/xtext-idea
adamschmideg,coffeescript-eclipse,https://github.com/adamschmideg/coffeescript-eclipse
RvonMassow,xDoc,https://github.com/RvonMassow/xDoc
xtext,xtext-gradle-plugin,https://github.com/xtext/xtext-gradle-plugin
LorenzoBettini,packtpub-xtext-book-2nd-examples,https://github.com/LorenzoBettini/packtpub-xtext-book-2nd-examples
PrinceMei,xTextHandler,https://github.com/PrinceMei/xTextHandler
LorenzoBettini,packtpub-xtext-book-examples,https://github.com/LorenzoBettini/packtpub-xtext-book-examples
theia-ide,theia-xtext,https://github.com/theia-ide/theia-xtext
svenefftinge,xtext-lsp-workshop,https://github.com/svenefftinge/xtext-lsp-workshop
ObeoNetwork,Xtext-Sirius-integration,https://github.com/ObeoNetwork/Xtext-Sirius-integration
dslmeinte,Xtext2-DSLs,https://github.com/dslmeinte/Xtext2-DSLs
merks,Xcore,https://github.com/merks/Xcore
ssi-schaefer,lcdsl,https://github.com/ssi-schaefer/lcdsl
eclipse,xtext-umbrella,https://github.com/eclipse/xtext-umbrella
danieldietrich,xtext-protected-regions,https://github.com/danieldietrich/xtext-protected-regions
xtext,xtend-gradle-plugin,https://github.com/xtext/xtend-gradle-plugin
aphethean,xtext-maven-examples,https://github.com/aphethean/xtext-maven-examples
ckulla,xtext-tycho-example,https://github.com/ckulla/xtext-tycho-example
vorburger,xtext-sandbox,https://github.com/vorburger/xtext-sandbox
basilfx,xtext-standalone-maven-build,https://github.com/basilfx/xtext-standalone-maven-build
JakeGinnivan,XText,https://github.com/JakeGinnivan/XText
OLibutzki,xtext.tools,https://github.com/OLibutzki/xtext.tools
Xpitfire,xtext-dnn,https://github.com/Xpitfire/xtext-dnn
LorenzoBettini,Xtext2-experiments,https://github.com/LorenzoBettini/Xtext2-experiments
eclipse,xsemantics,https://github.com/eclipse/xsemantics
xtext,xtext-reference-projects,https://github.com/xtext/xtext-reference-projects
mzaks,FlatBuffersSchemaEditor,https://github.com/mzaks/FlatBuffersSchemaEditor
vorburger,eLang,https://github.com/vorburger/eLang
fuinorg,emt-xtext-archetype,https://github.com/fuinorg/emt-xtext-archetype
eclipse-soc,amalgamation-examples-xtext,https://github.com/eclipse-soc/amalgamation-examples-xtext
kthoms,xtext-experimental,https://github.com/kthoms/xtext-experimental
dsldevkit,dsl-devkit,https://github.com/dsldevkit/dsl-devkit
itemis,generator-xtext,https://github.com/itemis/generator-xtext
att,yang-design-studio,https://github.com/att/yang-design-studio
martinbaker,xtextadd,https://github.com/martinbaker/xtextadd
LorenzoBettini,edelta,https://github.com/LorenzoBettini/edelta
sebastianbenz,xgherkin,https://github.com/sebastianbenz/xgherkin
vladdu,xtext.unittesting,https://github.com/vladdu/xtext.unittesting
slizaa,slizaa-opencypher-xtext,https://github.com/slizaa/slizaa-opencypher-xtext
xpomul,cdo-xtext,https://github.com/xpomul/cdo-xtext
mark-christiaens,Xtext-Models-Stats-View,https://github.com/mark-christiaens/Xtext-Models-Stats-View
TypeFox,xtext-jflex,https://github.com/TypeFox/xtext-jflex
vorburger,eclipse-typescript-xtext,https://github.com/vorburger/eclipse-typescript-xtext
patrickneubauer,XMLText,https://github.com/patrickneubauer/XMLText
xtext,org.xtext.antlr.generator,https://github.com/xtext/org.xtext.antlr.generator
boalang,xtext-ide,https://github.com/boalang/xtext-ide
nittka,terminology,https://github.com/nittka/terminology
veraPDF,veraPDF-model-syntax,https://github.com/veraPDF/veraPDF-model-syntax
TypeFox,languageserver-example,https://github.com/TypeFox/languageserver-example
Hellmy,plantuml-eclipse-xtext,https://github.com/Hellmy/plantuml-eclipse-xtext
stephanrauh,JSFLibraryGenerator,https://github.com/stephanrauh/JSFLibraryGenerator
loonwerks,jkind-xtext,https://github.com/loonwerks/jkind-xtext
TatyPerson,Xtext2Sonar,https://github.com/TatyPerson/Xtext2Sonar
TypeFox,xtext-vscode,https://github.com/TypeFox/xtext-vscode
svenefftinge,Xtext-Workshop-Development-Workspace,https://github.com/svenefftinge/Xtext-Workshop-Development-Workspace
cdietrich,xtext-uml-example,https://github.com/cdietrich/xtext-uml-example
cdietrich,xtext-maven-example,https://github.com/cdietrich/xtext-maven-example
marklemay,tptpParser,https://github.com/marklemay/tptpParser
borgar,xtexts,https://github.com/borgar/xtexts
uqbar-project,xtext-tortuga-lang,https://github.com/uqbar-project/xtext-tortuga-lang
dslmeinte,Xtext1-DSLs,https://github.com/dslmeinte/Xtext1-DSLs
applause,applause,https://github.com/applause/applause
LorenzoBettini,ecefrance2015-xtext-example,https://github.com/LorenzoBettini/ecefrance2015-xtext-example
jcmm33,DirectXTextBlock,https://github.com/jcmm33/DirectXTextBlock
dhuebner,xtext-apidiff,https://github.com/dhuebner/xtext-apidiff
appdev,XTextView,https://github.com/appdev/XTextView
oehme,xtext-maven-example,https://github.com/oehme/xtext-maven-example
SMadani,ThriftMDE,https://github.com/SMadani/ThriftMDE
xtext,xtext-external-editors,https://github.com/xtext/xtext-external-editors
itemis,xtext-generator-vscode,https://github.com/itemis/xtext-generator-vscode
soluvas,ecommerce-sample,https://github.com/soluvas/ecommerce-sample
tianguanghui,xTextHandler-objc,https://github.com/tianguanghui/xTextHandler-objc
meysholdt,xtext_stateful_lexer,https://github.com/meysholdt/xtext_stateful_lexer
holgerschill,XtextCon_Xcore_Maven,https://github.com/holgerschill/XtextCon_Xcore_Maven
scottopell,vim-xtext,https://github.com/scottopell/vim-xtext
itemis,xtext-debug-example-no-xbase,https://github.com/itemis/xtext-debug-example-no-xbase
TypeFox,Xtext-XMI,https://github.com/TypeFox/Xtext-XMI
joergreichert,XtextPlayground,https://github.com/joergreichert/XtextPlayground
wuwen1030,XTExtension,https://github.com/wuwen1030/XTExtension
fuinorg,org.fuin.dsl.cqrs,https://github.com/fuinorg/org.fuin.dsl.cqrs
JanKoehnlein,EclipseCon2013_XtextTutorial,https://github.com/JanKoehnlein/EclipseCon2013_XtextTutorial
avaranovich,megal-xtext,https://github.com/avaranovich/megal-xtext
fuinorg,org.fuin.dsl.ddd,https://github.com/fuinorg/org.fuin.dsl.ddd
arturboronat,xtext.domainmodel,https://github.com/arturboronat/xtext.domainmodel
otrosien,xtext-perl,https://github.com/otrosien/xtext-perl
cmendible,Hexa.xText,https://github.com/cmendible/Hexa.xText
SciSpike,yaktor-dsl-xtext,https://github.com/SciSpike/yaktor-dsl-xtext
andrearn,org.fornax.soa.xtextservicerepository,https://github.com/andrearn/org.fornax.soa.xtextservicerepository
ujhelyiz,xtext-reflective,https://github.com/ujhelyiz/xtext-reflective
szarnekow,xtextcon-xbase-example,https://github.com/szarnekow/xtextcon-xbase-example
bsi-software,org.eclipse.scout.xtext,https://github.com/bsi-software/org.eclipse.scout.xtext
cdietrich,xtext-languageserver-xbase-example,https://github.com/cdietrich/xtext-languageserver-xbase-example
test-editor,deprecated-test-editor-xtext,https://github.com/test-editor/deprecated-test-editor-xtext
awk-kazmin,eclipse_1C_xtext,https://github.com/awk-kazmin/eclipse_1C_xtext
svenefftinge,fowlers-statemachine-with-expressions,https://github.com/svenefftinge/fowlers-statemachine-with-expressions
copton,XTextExamples,https://github.com/copton/XTextExamples
GeekBugs,XTextView,https://github.com/GeekBugs/XTextView
akosyakov,org.xtext.example.mydsl.idea,https://github.com/akosyakov/org.xtext.example.mydsl.idea
vaulttec,isis-script,https://github.com/vaulttec/isis-script
HBehrens,Xtext2Workshop,https://github.com/HBehrens/Xtext2Workshop
GrupoHunter,Kukuroo,https://github.com/GrupoHunter/Kukuroo
itemis,xtext-languageserver-example-lsp4e,https://github.com/itemis/xtext-languageserver-example-lsp4e
fatalerrortan,Xtext_Xtend_HTML_Generator,https://github.com/fatalerrortan/Xtext_Xtend_HTML_Generator
spoenemann,xtext-gef,https://github.com/spoenemann/xtext-gef
Minres,RDL-Editor,https://github.com/Minres/RDL-Editor
svenefftinge,Guice-Modules-DSL,https://github.com/svenefftinge/Guice-Modules-DSL
LorenzoBettini,jbase,https://github.com/LorenzoBettini/jbase
mn-mikke,Model-driven-Pretty-Printer-for-Xtext-Framework,https://github.com/mn-mikke/Model-driven-Pretty-Printer-for-Xtext-Framework
hishidama,xtext-dmdl-editor,https://github.com/hishidama/xtext-dmdl-editor
cmark,androtext,https://github.com/cmark/androtext
svenefftinge,homeautomation-example,https://github.com/svenefftinge/homeautomation-example
SOM-Research,graphQL-xtext-grammar,https://github.com/SOM-Research/graphQL-xtext-grammar
janesser,frege-xtext,https://github.com/janesser/frege-xtext
szarnekow,org.eclipse.e4.xcss,https://github.com/szarnekow/org.eclipse.e4.xcss
LorenzoBettini,xtext-scoping,https://github.com/LorenzoBettini/xtext-scoping
JanKoehnlein,ESE-2010-Tutorial,https://github.com/JanKoehnlein/ESE-2010-Tutorial
spoenemann,xtext-orion,https://github.com/spoenemann/xtext-orion
Modaptix,xtext-expressions,https://github.com/Modaptix/xtext-expressions
nittka,Jtag,https://github.com/nittka/Jtag
erlide,erlide_xtext,https://github.com/erlide/erlide_xtext
cdietrich,xtext-forum-support-example,https://github.com/cdietrich/xtext-forum-support-example
ESIR2Compilation,Langage-WHILE,https://github.com/ESIR2Compilation/Langage-WHILE
jhonatan89,gen-angular-grammar,https://github.com/jhonatan89/gen-angular-grammar
Sofiane-13,tutorialXtextSirius,https://github.com/Sofiane-13/tutorialXtextSirius
eclipse-soc,amalgamation-examples,https://github.com/eclipse-soc/amalgamation-examples
dvdkruk,xtext-xsd-resourceprovider,https://github.com/dvdkruk/xtext-xsd-resourceprovider
marnix,metamath-eclipse-xtext,https://github.com/marnix/metamath-eclipse-xtext
JanKoehnlein,Xtext-Syntax-View,https://github.com/JanKoehnlein/Xtext-Syntax-View
planger,xtext-uml-experiment,https://github.com/planger/xtext-uml-experiment
rquinio,ck2xtext,https://github.com/rquinio/ck2xtext
mzaks,petrinet_dsl,https://github.com/mzaks/petrinet_dsl
drnappalm,xtext,https://github.com/drnappalm/xtext
svenefftinge,Xtext-Workshop-Runtime-Workspace,https://github.com/svenefftinge/Xtext-Workshop-Runtime-Workspace
martijndwars,XtextXT,https://github.com/martijndwars/XtextXT
nahni,xtextTessla,https://github.com/nahni/xtextTessla
baidty,xtextLearning,https://github.com/baidty/xtextLearning
MoayadHn,XtextBDI,https://github.com/MoayadHn/XtextBDI
fzalila,XtextExperiments,https://github.com/fzalila/XtextExperiments
Girish-Venkatesh,XTextSelenium,https://github.com/Girish-Venkatesh/XTextSelenium
Vinayakatk,xtextScopes,https://github.com/Vinayakatk/xtextScopes
01Lizard10,XTextUML,https://github.com/01Lizard10/XTextUML
Salome-Maro,XtextUtils,https://github.com/Salome-Maro/XtextUtils
fanghuixing,XtextApricot,https://github.com/fanghuixing/XtextApricot
mraminella,xtextTests,https://github.com/mraminella/xtextTests
Alma2015RSABSAWA,XtextLangage,https://github.com/Alma2015RSABSAWA/XtextLangage
myorb,XTextParser,https://github.com/myorb/XTextParser
Jhinnn,XTextView,https://github.com/Jhinnn/XTextView
kathisai,xtextSample,https://github.com/kathisai/xtextSample
huibo-shi,XtextExamples,https://github.com/huibo-shi/XtextExamples
osamu-k,XTextStudy,https://github.com/osamu-k/XTextStudy
Treehopper,XTextTemplate,https://github.com/Treehopper/XTextTemplate
seba111,Xtext1,https://github.com/seba111/Xtext1
shinesamjacob,XtextExample,https://github.com/shinesamjacob/XtextExample
ajperalt,xtext,https://github.com/ajperalt/xtext
schakko,xtext-plugin-with-maven-tycho,https://github.com/schakko/xtext-plugin-with-maven-tycho
colameo,xtext4roo,https://github.com/colameo/xtext4roo
vinpereira,XtextToXMI,https://github.com/vinpereira/XtextToXMI
JanKoehnlein,XtextCon2014,https://github.com/JanKoehnlein/XtextCon2014
bink81,xtext-test,https://github.com/bink81/xtext-test
xtext42,xtext42-coding,https://github.com/xtext42/xtext42-coding
borisbrodski,XtextBug437519,https://github.com/borisbrodski/XtextBug437519
hypery2k,xText,https://github.com/hypery2k/xText
borisbrodski,XtextBug453268,https://github.com/borisbrodski/XtextBug453268
arnulfo-rodriguez,XtextClosureExample,https://github.com/arnulfo-rodriguez/XtextClosureExample
superxlx,XTextViewDemo,https://github.com/superxlx/XTextViewDemo
johnBened,XtextMyDSLExample,https://github.com/johnBened/XtextMyDSLExample
philiber92,XtextTestRepository,https://github.com/philiber92/XtextTestRepository
fabienfleureau,XtextAtStackoverflow,https://github.com/fabienfleureau/XtextAtStackoverflow
yunxiaocloud,XTextFieldLimtDemo,https://github.com/yunxiaocloud/XTextFieldLimtDemo
eclipse,xtext-gradle,https://github.com/eclipse/xtext-gradle
Mensmec,THESIS_XTEXT,https://github.com/Mensmec/THESIS_XTEXT
MacJariel,sandbox-dsl,https://github.com/MacJariel/sandbox-dsl
chetanladdha,XtextFormatingHoverSample,https://github.com/chetanladdha/XtextFormatingHoverSample
ainslec,XTextCustomLexerExample,https://github.com/ainslec/XTextCustomLexerExample
hem28,DSL_Xtext2.3,https://github.com/hem28/DSL_Xtext2.3
HBuender,XtextAndSiriusIntegration,https://github.com/HBuender/XtextAndSiriusIntegration
meysholdt,EclipseCon2014_XtextTutorial,https://github.com/meysholdt/EclipseCon2014_XtextTutorial
jaimedelgado,Xtext,https://github.com/jaimedelgado/Xtext
chris125964,xtext,https://github.com/chris125964/xtext
DonRenando,xtext,https://github.com/DonRenando/xtext
martijndwars,Xtext,https://github.com/martijndwars/Xtext
ozkandemir,XText,https://github.com/ozkandemir/XText
johnahfong,xtext,https://github.com/johnahfong/xtext
Mensmec,Xtext,https://github.com/Mensmec/Xtext
pellcorp,xtext,https://github.com/pellcorp/xtext
Tutti91,Xtext,https://github.com/Tutti91/Xtext
ANCIT,xtext-examples,https://github.com/ANCIT/xtext-examples
DECENTSoftwareAssessment,dag.m1x,https://github.com/DECENTSoftwareAssessment/dag.m1x
rmemory,xtext,https://github.com/rmemory/xtext
deb-sandeep,com.sandy.xtext.jovenotes.tests,https://github.com/deb-sandeep/com.sandy.xtext.jovenotes.tests
yasuohosotani,Xtext,https://github.com/yasuohosotani/Xtext
Nika24,Xtext,https://github.com/Nika24/Xtext
BenediktNiehues,de.nie.fin,https://github.com/BenediktNiehues/de.nie.fin
AlexElvers,XText,https://github.com/AlexElvers/XText
lakzso,xtext,https://github.com/lakzso/xtext
seba111,Xtext,https://github.com/seba111/Xtext
MacJariel,xtext,https://github.com/MacJariel/xtext
tmtron,xtext.15minTutorial,https://github.com/tmtron/xtext.15minTutorial
blewis13,Boxes,https://github.com/blewis13/Boxes
DECENTSoftwareAssessment,famix.m3x,https://github.com/DECENTSoftwareAssessment/famix.m3x
dslmeinte,SimScript,https://github.com/dslmeinte/SimScript
webdaford,aqleditor,https://github.com/webdaford/aqleditor
goldschmiede,2012-02-03_dsls_mit_xtext,https://github.com/goldschmiede/2012-02-03_dsls_mit_xtext
kthoms,org.eclipse.xtext.example.domainmodel,https://github.com/kthoms/org.eclipse.xtext.example.domainmodel
Reitzner,xtextmaven,https://github.com/Reitzner/xtextmaven
hectorsun,xtextonboost,https://github.com/hectorsun/xtextonboost
duck2,xtextbg,https://github.com/duck2/xtextbg
HolyCityAudio,SpinCAD-Builder,https://github.com/HolyCityAudio/SpinCAD-Builder
ceefour,glproto,https://github.com/ceefour/glproto
DECENTSoftwareAssessment,dag.m1x.tests,https://github.com/DECENTSoftwareAssessment/dag.m1x.tests
gvd,xtext-sm,https://github.com/gvd/xtext-sm
davidmpaz,php.ware.web.ui,https://github.com/davidmpaz/php.ware.web.ui
DanielWeber,xtextext,https://github.com/DanielWeber/xtextext
fzalila,xtextfsm,https://github.com/fzalila/xtextfsm
DECENTSoftwareAssessment,dag.m1x.sdk,https://github.com/DECENTSoftwareAssessment/dag.m1x.sdk
jgoppert,xmodelica,https://github.com/jgoppert/xmodelica
Vinayakatk,xtextgeneratetest,https://github.com/Vinayakatk/xtextgeneratetest
deb-sandeep,com.sandy.xtext.jovenotes,https://github.com/deb-sandeep/com.sandy.xtext.jovenotes
DECENTSoftwareAssessment,dag.m1x.ui,https://github.com/DECENTSoftwareAssessment/dag.m1x.ui
viatra,viatra-evm-xtext,https://github.com/viatra/viatra-evm-xtext
protossoftware,ReqText,https://github.com/protossoftware/ReqText
meysholdt,e4dsl,https://github.com/meysholdt/e4dsl
benzait27,Xtext.Promo,https://github.com/benzait27/Xtext.Promo
malakeel,myDsl,https://github.com/malakeel/myDsl
npalix,org.eclipse.xtext.example.arithmetics,https://github.com/npalix/org.eclipse.xtext.example.arithmetics
sormgabriel,textual_verduler,https://github.com/sormgabriel/textual_verduler
ekowahyudi,examplextext,https://github.com/ekowahyudi/examplextext
DECENTSoftwareAssessment,famix.m3x.ui,https://github.com/DECENTSoftwareAssessment/famix.m3x.ui
nakul02,sialx-xtext-ide,https://github.com/nakul02/sialx-xtext-ide
kduske-n4,DomainModel,https://github.com/kduske-n4/DomainModel
Infoly,SmallJava,https://github.com/Infoly/SmallJava
inakuhn,de.htwg.mdse.setgame.entities.parent,https://github.com/inakuhn/de.htwg.mdse.setgame.entities.parent
mlanoe,x-vhdl,https://github.com/mlanoe/x-vhdl
DECENTSoftwareAssessment,famix.m3x.tests,https://github.com/DECENTSoftwareAssessment/famix.m3x.tests
nkonev,CalcXtext,https://github.com/nkonev/CalcXtext
meysholdt,xtext_examples,https://github.com/meysholdt/xtext_examples
manuelleduc,xtext-lib,https://github.com/manuelleduc/xtext-lib
xarvey,atom-xtext-package,https://github.com/xarvey/atom-xtext-package
