Owner Login,Repository Name,Repository URL
LolloCorte,bpel-xtext,https://github.com/LolloCorte/bpel-xtext
sciolizer,xtext-sandbox,https://github.com/sciolizer/xtext-sandbox
denschu,xtext-whitespace,https://github.com/denschu/xtext-whitespace
pablitar,claseXtext,https://github.com/pablitar/claseXtext
DECENTSoftwareAssessment,famix.m3x.sdk,https://github.com/DECENTSoftwareAssessment/famix.m3x.sdk
tdegueul,xtext-composition,https://github.com/tdegueul/xtext-composition
danieldietrich,xtext-javatools,https://github.com/danieldietrich/xtext-javatools
akademia,ontouml-xtext,https://github.com/akademia/ontouml-xtext
efuentesp,codebuilder-xtext,https://github.com/efuentesp/codebuilder-xtext
zrrk,xtext-utils,https://github.com/zrrk/xtext-utils
juli1,xtext-debug,https://github.com/juli1/xtext-debug
nbhusare,Xtext-sandbox,https://github.com/nbhusare/Xtext-sandbox
jachinte,xtext-grammars,https://github.com/jachinte/xtext-grammars
susieagerholm,XTEXT_EXAMPLE,https://github.com/susieagerholm/XTEXT_EXAMPLE
itemis,monaco-xtext,https://github.com/itemis/monaco-xtext
xiaoyvr,xtext-demo,https://github.com/xiaoyvr/xtext-demo
hmc-cs111-fall2015,picobot-XText,https://github.com/hmc-cs111-fall2015/picobot-XText
yanntm,Xtext-Light,https://github.com/yanntm/Xtext-Light
quendimax,libXtextcursorchanger,https://github.com/quendimax/libXtextcursorchanger
Ikraminfo,GrammaireXtext,https://github.com/Ikraminfo/GrammaireXtext
nickeeyyoo,xtext_project,https://github.com/nickeeyyoo/xtext_project
marinamygithub,xtext_project,https://github.com/marinamygithub/xtext_project
lukashaertel,xtext-xgen,https://github.com/lukashaertel/xtext-xgen
fmca,xtext-typesystem,https://github.com/fmca/xtext-typesystem
almazhou,xtext-demo,https://github.com/almazhou/xtext-demo
Huluvu424242,xtext.example,https://github.com/Huluvu424242/xtext.example
kiddochan,xtext-typesystem,https://github.com/kiddochan/xtext-typesystem
mmalohlava,ppXtext,https://github.com/mmalohlava/ppXtext
ponta027,xtext_practice,https://github.com/ponta027/xtext_practice
bhdrkn,Xtext-Examples,https://github.com/bhdrkn/Xtext-Examples
fatalerrortan,Xtext-examples,https://github.com/fatalerrortan/Xtext-examples
gcr-nist,runtime-Xtext,https://github.com/gcr-nist/runtime-Xtext
fBrx,language-xtext,https://github.com/fBrx/language-xtext
ilya-klyuchnikov,sll-xtext,https://github.com/ilya-klyuchnikov/sll-xtext
vonbolt,Xtext_test,https://github.com/vonbolt/Xtext_test
rytina,xtext-typesystem,https://github.com/rytina/xtext-typesystem
philiber92,xtext-utils,https://github.com/philiber92/xtext-utils
thomasfischl,xtext-workshop,https://github.com/thomasfischl/xtext-workshop
jbadeau,ng-xtext,https://github.com/jbadeau/ng-xtext
OliverScherf,MGPL-Xtext,https://github.com/OliverScherf/MGPL-Xtext
szarnyasg,gradle-xtext,https://github.com/szarnyasg/gradle-xtext
malbac,Xtend_Xtext,https://github.com/malbac/Xtend_Xtext
gitpan,Convert-XText,https://github.com/gitpan/Convert-XText
rmemory,xtext_eclipse,https://github.com/rmemory/xtext_eclipse
lukashaertel,xtext-technocat,https://github.com/lukashaertel/xtext-technocat
lukashaertel,xtext-xtestgen,https://github.com/lukashaertel/xtext-xtestgen
zhangyuanqiao,selenium-xtext,https://github.com/zhangyuanqiao/selenium-xtext
cooked,modelica-xtext,https://github.com/cooked/modelica-xtext
pablitar,firewall-xtext,https://github.com/pablitar/firewall-xtext
hamza-abed,JSEditorXtext,https://github.com/hamza-abed/JSEditorXtext
Virtlink,paplj-xtext,https://github.com/Virtlink/paplj-xtext
kwanggy,xtext-sublime,https://github.com/kwanggy/xtext-sublime
thicket-lang,thicket-xtext,https://github.com/thicket-lang/thicket-xtext
agentlab,xtext-web,https://github.com/agentlab/xtext-web
test-editor,xtext-dropwizard,https://github.com/test-editor/xtext-dropwizard
kecskesk,xtext-menetrend,https://github.com/kecskesk/xtext-menetrend
ftrifin,xtext-utils,https://github.com/ftrifin/xtext-utils
scottopell,xtext_utils,https://github.com/scottopell/xtext_utils
lukashaertel,xtext-fsml,https://github.com/lukashaertel/xtext-fsml
sahrmann,xtext-json,https://github.com/sahrmann/xtext-json
Modaptix,xtext-utils,https://github.com/Modaptix/xtext-utils
itemis,xtext-issues,https://github.com/itemis/xtext-issues
holzem,xtext-lexertrace,https://github.com/holzem/xtext-lexertrace
victorlacorte,Tcc,https://github.com/victorlacorte/Tcc
limelanguage,lime-xtext,https://github.com/limelanguage/lime-xtext
edgarmueller,xtext-recordmapper,https://github.com/edgarmueller/xtext-recordmapper
santoshdeshpande,wwf-xtext,https://github.com/santoshdeshpande/wwf-xtext
MatzeGIT,XText-maven,https://github.com/MatzeGIT/XText-maven
tkurita,XText.scptd,https://github.com/tkurita/XText.scptd
t-buss,mgpl_xtext,https://github.com/t-buss/mgpl_xtext
dvdkruk,xtext-workshop,https://github.com/dvdkruk/xtext-workshop
npalix,org.xtext.example.mde,https://github.com/npalix/org.xtext.example.mde
logicfish,XActiv,https://github.com/logicfish/XActiv
kittaakos,webcalc,https://github.com/kittaakos/webcalc
evandor,skysail-prototypr-dsl,https://github.com/evandor/skysail-prototypr-dsl
iensen,certware-l-editor,https://github.com/iensen/certware-l-editor
vladimirkozhaev,casualintellect_new_wizard,https://github.com/vladimirkozhaev/casualintellect_new_wizard
TinyScream,org.xtext.amodel,https://github.com/TinyScream/org.xtext.amodel
M2TIIL2016-2017,SiteWeb_XText,https://github.com/M2TIIL2016-2017/SiteWeb_XText
schakko,hackcamp-xtext-automotivebus,https://github.com/schakko/hackcamp-xtext-automotivebus
sfinnie,xtext.scoping.adventures,https://github.com/sfinnie/xtext.scoping.adventures
jpaw,bonaparte-apidsl,https://github.com/jpaw/bonaparte-apidsl
rainerschuster,yacc-ide,https://github.com/rainerschuster/yacc-ide
schakko,xtext-bug-436688,https://github.com/schakko/xtext-bug-436688
dhuebner,xtext-builddsl-tycho,https://github.com/dhuebner/xtext-builddsl-tycho
matejsp,lwc13-xtext,https://github.com/matejsp/lwc13-xtext
ftrifin,xtext-utils.uml,https://github.com/ftrifin/xtext-utils.uml
mbarbero,xtext-forms-integration,https://github.com/mbarbero/xtext-forms-integration
FForw4rd,xtext-restriction-framework,https://github.com/FForw4rd/xtext-restriction-framework
zrrk,xtext-utils.devenv,https://github.com/zrrk/xtext-utils.devenv
ftrifin,xtext-utils.xtend,https://github.com/ftrifin/xtext-utils.xtend
svenefftinge,xtext-jaxcon-example,https://github.com/svenefftinge/xtext-jaxcon-example
LorenzoBettini,xtext-demo-laquila,https://github.com/LorenzoBettini/xtext-demo-laquila
jakecobb,xtext-iris-datalog,https://github.com/jakecobb/xtext-iris-datalog
Huluvu424242,rezept-dsl.xtext,https://github.com/Huluvu424242/rezept-dsl.xtext
philiber92,xtext-utils.unittesting,https://github.com/philiber92/xtext-utils.unittesting
philiber92,xtext-utils.distribution,https://github.com/philiber92/xtext-utils.distribution
phaldan,htwg-cform-xtext,https://github.com/phaldan/htwg-cform-xtext
itemis,xtext-example-conplan,https://github.com/itemis/xtext-example-conplan
LorenzoBettini,Xtext-Buckminster-Example,https://github.com/LorenzoBettini/Xtext-Buckminster-Example
LorenzoBettini,xtextcon-typesystem-example,https://github.com/LorenzoBettini/xtextcon-typesystem-example
dhuebner,org.xtext.example.tycho,https://github.com/dhuebner/org.xtext.example.tycho
agentlab,eclipse-orbit_xtext-web,https://github.com/agentlab/eclipse-orbit_xtext-web
Tutti91,xtext_language_bla,https://github.com/Tutti91/xtext_language_bla
LeonoraG,xtext-req-editor,https://github.com/LeonoraG/xtext-req-editor
xarvey,atom-xtext-autocomplete,https://github.com/xarvey/atom-xtext-autocomplete
franzbecker,xtext-formatter-problem,https://github.com/franzbecker/xtext-formatter-problem
ftrifin,xtext-utils.distribution,https://github.com/ftrifin/xtext-utils.distribution
Fritzi,XText_TeSSLa,https://github.com/Fritzi/XText_TeSSLa
madasar,booster2-xtext,https://github.com/madasar/booster2-xtext
TypeFox,xtext-splitted-repo,https://github.com/TypeFox/xtext-splitted-repo
zrrk,xtext-utils.uml,https://github.com/zrrk/xtext-utils.uml
zrrk,xtext-utils.xtend,https://github.com/zrrk/xtext-utils.xtend
ftrifin,xtext-forms-integration,https://github.com/ftrifin/xtext-forms-integration
JanKoehnlein,fxdiagram-xtext-examples,https://github.com/JanKoehnlein/fxdiagram-xtext-examples
ubx,openair,https://github.com/ubx/openair
rju,xtext-typing-example,https://github.com/rju/xtext-typing-example
philiber92,xtext-utils.xtend,https://github.com/philiber92/xtext-utils.xtend
Advanced-Model-Engineering-SS16,xtext-ocl-extensions,https://github.com/Advanced-Model-Engineering-SS16/xtext-ocl-extensions
zrrk,xtext-utils.distribution,https://github.com/zrrk/xtext-utils.distribution
Johanvdberg,mcrl2.xtext,https://github.com/Johanvdberg/mcrl2.xtext
kryptonite22,rsbac.xtext.dsl,https://github.com/kryptonite22/rsbac.xtext.dsl
tkleszczynski,jug-zgora-xtext,https://github.com/tkleszczynski/jug-zgora-xtext
philiber92,xtext-utils.devenv,https://github.com/philiber92/xtext-utils.devenv
jeffmaury,devoxx2012-xtext,https://github.com/jeffmaury/devoxx2012-xtext
YonedaMasashi,xText_Practice,https://github.com/YonedaMasashi/xText_Practice
jackqq,xTextEdit,https://github.com/jackqq/xTextEdit
ftrifin,xtext-utils.unittesting,https://github.com/ftrifin/xtext-utils.unittesting
lgcardeas,xtext-forms-integration,https://github.com/lgcardeas/xtext-forms-integration
vrichard12,xtext-forms-integration,https://github.com/vrichard12/xtext-forms-integration
itemis,xtext-monaco-example,https://github.com/itemis/xtext-monaco-example
pabu90,xtext-ci-test,https://github.com/pabu90/xtext-ci-test
EricssonPlant,plantuml-xtext-light,https://github.com/EricssonPlant/plantuml-xtext-light
zrrk,xtext-utils.unittesting,https://github.com/zrrk/xtext-utils.unittesting
LorenzoBettini,xtext-index-experiments,https://github.com/LorenzoBettini/xtext-index-experiments
ftrifin,xtext-utils.devenv,https://github.com/ftrifin/xtext-utils.devenv
inteldict,xtext-gradle-demo,https://github.com/inteldict/xtext-gradle-demo
cdietrich,xtext-multi-dsl,https://github.com/cdietrich/xtext-multi-dsl
hachreak,dmss.pouex.xtext,https://github.com/hachreak/dmss.pouex.xtext
lunifera,lunifera-xtext-runtimebuilder,https://github.com/lunifera/lunifera-xtext-runtimebuilder
sikessle,xtext-forms-integration,https://github.com/sikessle/xtext-forms-integration
priya0311,xtext-forms-integration,https://github.com/priya0311/xtext-forms-integration
philiber92,xtext-utils.uml,https://github.com/philiber92/xtext-utils.uml
talalong,dbFactoryXtext,https://github.com/talalong/dbFactoryXtext
stackoverflowmailer,lwc13-xtext,https://github.com/stackoverflowmailer/lwc13-xtext
willy2706,if4150-xtext,https://github.com/willy2706/if4150-xtext
wwu-pi,acse-xtext-validation,https://github.com/wwu-pi/acse-xtext-validation
ProgrammableDrones,xTextLanguage,https://github.com/ProgrammableDrones/xTextLanguage
stefano-bragaglia,Kinect-ECE-XText,https://github.com/stefano-bragaglia/Kinect-ECE-XText
wwu-pi,acse-xtext-gui,https://github.com/wwu-pi/acse-xtext-gui
peterssas,xtext-gradle-problem,https://github.com/peterssas/xtext-gradle-problem
zhoumin03,xtext-forms-integration,https://github.com/zhoumin03/xtext-forms-integration
gcubar,CodeXcessXtext,https://github.com/gcubar/CodeXcessXtext
cdietrich,xtext-ecore-xcore,https://github.com/cdietrich/xtext-ecore-xcore
ayoubziat,xtext_DSL_example,https://github.com/ayoubziat/xtext_DSL_example
xiaoyvr,xtext-demo-oxygen,https://github.com/xiaoyvr/xtext-demo-oxygen
test-editor,deprecated-xtext-index-backend,https://github.com/test-editor/deprecated-xtext-index-backend
kuniss,Aqua,https://github.com/kuniss/Aqua
npalix,org.eclipse.xtext.example.fowlerdsl,https://github.com/npalix/org.eclipse.xtext.example.fowlerdsl
dslmeinte,xtext-workshop-code1,https://github.com/dslmeinte/xtext-workshop-code1
chauhansaurabhb,Eclipse-Xtext-Mydsl-Plugin,https://github.com/chauhansaurabhb/Eclipse-Xtext-Mydsl-Plugin
oyse,jetson,https://github.com/oyse/jetson
zwgirl,summer,https://github.com/zwgirl/summer
rymarenkosuccess,Coffeescript-Eclipse,https://github.com/rymarenkosuccess/Coffeescript-Eclipse
felipedf,compiler,https://github.com/felipedf/compiler
logicfish,XPlane,https://github.com/logicfish/XPlane
LorenzoBettini,Xtext-Xtend-Buckminster-Example,https://github.com/LorenzoBettini/Xtext-Xtend-Buckminster-Example
vorburger,eclipse-typescript-xtext-repository,https://github.com/vorburger/eclipse-typescript-xtext-repository
pankeshpatel,EclipsePluginForXtext,https://github.com/pankeshpatel/EclipsePluginForXtext
Hellmy,plantuml-eclipse-xtext_update,https://github.com/Hellmy/plantuml-eclipse-xtext_update
xpomul,xtext-multi-edit-example,https://github.com/xpomul/xtext-multi-edit-example
tmtron,xtext.eclipse.15minExtended,https://github.com/tmtron/xtext.eclipse.15minExtended
deb-sandeep,com.sandy.xtext.jovenotes.ui,https://github.com/deb-sandeep/com.sandy.xtext.jovenotes.ui
ftrifin,xtext-utils.xtend1,https://github.com/ftrifin/xtext-utils.xtend1
szarnekow,xtext-arithmetics-web-example,https://github.com/szarnekow/xtext-arithmetics-web-example
wwu-pi,acse-xtext-knuth-binaries,https://github.com/wwu-pi/acse-xtext-knuth-binaries
jwachter,xtext-serializer-issue-example,https://github.com/jwachter/xtext-serializer-issue-example
DemidovAlexander,Xtext_MiniJava_IDE,https://github.com/DemidovAlexander/Xtext_MiniJava_IDE
camilagarcia113,xtext-dsl-obj3,https://github.com/camilagarcia113/xtext-dsl-obj3
cdietrich,gradle-xtext-xtend-problem,https://github.com/cdietrich/gradle-xtext-xtend-problem
uqbar-paco,firewall-dsls-externos-xtext,https://github.com/uqbar-paco/firewall-dsls-externos-xtext
svenefftinge,Xtext-LWC-contribution--Instances-,https://github.com/svenefftinge/Xtext-LWC-contribution--Instances-
rainerschuster,eclipse-webidl,https://github.com/rainerschuster/eclipse-webidl
willy2706,if4150-xtext-html,https://github.com/willy2706/if4150-xtext-html
phaldan,htwg-cform-xtext-demo,https://github.com/phaldan/htwg-cform-xtext-demo
hypery2k,Xtext-GrammarMixin-Example,https://github.com/hypery2k/Xtext-GrammarMixin-Example
philiber92,xtext-utils.subproject-template,https://github.com/philiber92/xtext-utils.subproject-template
zrrk,xtext-utils.subproject-template,https://github.com/zrrk/xtext-utils.subproject-template
thowin,ituXtextLandinConfigurator,https://github.com/thowin/ituXtextLandinConfigurator
philiber92,xtext-utils.xtend1,https://github.com/philiber92/xtext-utils.xtend1
claudenirmf,old-tests-on-xtext,https://github.com/claudenirmf/old-tests-on-xtext
zouhairireda,xtext-ocl-xtend-poc,https://github.com/zouhairireda/xtext-ocl-xtend-poc
franzbecker,xtext-serializer-parallel-problem,https://github.com/franzbecker/xtext-serializer-parallel-problem
lunifera,lunifera-xtext-runtimebuilder-example,https://github.com/lunifera/lunifera-xtext-runtimebuilder-example
ftrifin,xtext-utils.subproject-template,https://github.com/ftrifin/xtext-utils.subproject-template
fluxtah,xtext-android-gradle-example,https://github.com/fluxtah/xtext-android-gradle-example
hypery2k,Xtext-Maven-BuildExample,https://github.com/hypery2k/Xtext-Maven-BuildExample
kittaakos,xtext-eclipse-gh-238,https://github.com/kittaakos/xtext-eclipse-gh-238
MatzeGIT,XText-Maven-CleanStart,https://github.com/MatzeGIT/XText-Maven-CleanStart
Rodolfocostapr,org.xtext.example.pascalito,https://github.com/Rodolfocostapr/org.xtext.example.pascalito
deb-sandeep,JoveNotesProcessor,https://github.com/deb-sandeep/JoveNotesProcessor
zrrk,xtext-utils.xtend1,https://github.com/zrrk/xtext-utils.xtend1
tanthingdeveloper3unshine,AutoCompleteXTextView,https://github.com/tanthingdeveloper3unshine/AutoCompleteXTextView
loradd,uml-xtext-grammar-generator,https://github.com/loradd/uml-xtext-grammar-generator
RobertWalter83,DialogScriptDSL,https://github.com/RobertWalter83/DialogScriptDSL
vicegd,org.xtext.dsl.restaurante,https://github.com/vicegd/org.xtext.dsl.restaurante
paulluap,xtext-extras-issue216,https://github.com/paulluap/xtext-extras-issue216
dhakehurst,net.akehurst.example.xtext.vertx,https://github.com/dhakehurst/net.akehurst.example.xtext.vertx
alvilgau,de.htwg.xtext.setGame,https://github.com/alvilgau/de.htwg.xtext.setGame
nittka,Xarchive,https://github.com/nittka/Xarchive
rdurelli,com.br.refactoring.xtext.dsl,https://github.com/rdurelli/com.br.refactoring.xtext.dsl
tmtron,xtext.15minTutorial.project,https://github.com/tmtron/xtext.15minTutorial.project
agentlab,eclipse-orbit_xtext-web-dsls,https://github.com/agentlab/eclipse-orbit_xtext-web-dsls
threadedblue,org.eclipse.xtext.example.domainmodel,https://github.com/threadedblue/org.eclipse.xtext.example.domainmodel
cdietrich,xtext-existing-metamodel-gradle-example,https://github.com/cdietrich/xtext-existing-metamodel-gradle-example
wrungel,tycho.xtext.mwe2.test,https://github.com/wrungel/tycho.xtext.mwe2.test
Scholvac,EclipseTaskJuggler,https://github.com/Scholvac/EclipseTaskJuggler
ftmdida,xtext_code_gen_version_2,https://github.com/ftmdida/xtext_code_gen_version_2
alexwatts,xtext-j2ee-dsl,https://github.com/alexwatts/xtext-j2ee-dsl
cdietrich,xtext-gradle-plugin-issue-60,https://github.com/cdietrich/xtext-gradle-plugin-issue-60
thowin,ituXtextLandin2Configurator,https://github.com/thowin/ituXtextLandin2Configurator
jkouwer,basicfamily,https://github.com/jkouwer/basicfamily
goldschmiede,2011-02-18_xtext_apache_wicket,https://github.com/goldschmiede/2011-02-18_xtext_apache_wicket
nileshrege,El,https://github.com/nileshrege/El
deparlak,de.htwg.mdsd.xtext.portals,https://github.com/deparlak/de.htwg.mdsd.xtext.portals
shashwatanand,org.shashwat.xtext.smallJava,https://github.com/shashwatanand/org.shashwat.xtext.smallJava
mmalohlava,gpp-for-xtext-master-thesis,https://github.com/mmalohlava/gpp-for-xtext-master-thesis
dexz92,Integrating-Xtext-and-JavaRAG,https://github.com/dexz92/Integrating-Xtext-and-JavaRAG
Rodolfocostapr,org.xtext.example.pascalitoOld,https://github.com/Rodolfocostapr/org.xtext.example.pascalitoOld
KasperGam,IGESImport,https://github.com/KasperGam/IGESImport
fuinorg,xsample,https://github.com/fuinorg/xsample
florianpirchner,beantypes,https://github.com/florianpirchner/beantypes
cdietrich,xtext-gradle-plugin-issue-61,https://github.com/cdietrich/xtext-gradle-plugin-issue-61
rdurelli,com.br.refactoring.xtext.dsl.ui,https://github.com/rdurelli/com.br.refactoring.xtext.dsl.ui
threadedblue,org.eclipse.xtext.example.domainmodel.tests,https://github.com/threadedblue/org.eclipse.xtext.example.domainmodel.tests
rdurelli,com.br.refactoring.xtext.dsl.tests,https://github.com/rdurelli/com.br.refactoring.xtext.dsl.tests
shashwatanand,org.shashwat.xtext.smallJava.ui,https://github.com/shashwatanand/org.shashwat.xtext.smallJava.ui
tmtron,xtext.eclipse.15minExtended.project,https://github.com/tmtron/xtext.eclipse.15minExtended.project
chqu1012,MetroUiDescriper,https://github.com/chqu1012/MetroUiDescriper
rainerschuster,sygus-ide,https://github.com/rainerschuster/sygus-ide
jacruzca,xtext-multilanguage-multiple-target-impl-reuse,https://github.com/jacruzca/xtext-multilanguage-multiple-target-impl-reuse
qscdfg,mybash,https://github.com/qscdfg/mybash
eirikg,XbaseSiriusIntegration,https://github.com/eirikg/XbaseSiriusIntegration
nohum,android-code-generation,https://github.com/nohum/android-code-generation
gvd,zest-sm,https://github.com/gvd/zest-sm
uqbar-paco,declaratividad-orm-java,https://github.com/uqbar-paco/declaratividad-orm-java
shashwatanand,org.shashwat.xtext.smallJava.tests,https://github.com/shashwatanand/org.shashwat.xtext.smallJava.tests
dhakehurst,net.akehurst.example.xtext.vertx.lsp,https://github.com/dhakehurst/net.akehurst.example.xtext.vertx.lsp
vztpv,ClauTextWithEclipse,https://github.com/vztpv/ClauTextWithEclipse
goldschmiede,2011-04-29_xtext_service_repository,https://github.com/goldschmiede/2011-04-29_xtext_service_repository
markusvoelter,DSLEngBook-Xtext-P3Demo,https://github.com/markusvoelter/DSLEngBook-Xtext-P3Demo
ESIR2Compilation,PrettyPrinter,https://github.com/ESIR2Compilation/PrettyPrinter
bmael,MVCLang,https://github.com/bmael/MVCLang
zhou-jg,tefler,https://github.com/zhou-jg/tefler
bogdanvuk,xvhdl,https://github.com/bogdanvuk/xvhdl
marcotinacci,XTuring,https://github.com/marcotinacci/XTuring
threadedblue,org.eclipse.xtext.example.domainmodel.ui,https://github.com/threadedblue/org.eclipse.xtext.example.domainmodel.ui
joergreichert,OperationsResearch,https://github.com/joergreichert/OperationsResearch
tommyettinger,julepp,https://github.com/tommyettinger/julepp
masters-info-nantes,SmokingText,https://github.com/masters-info-nantes/SmokingText
daniel-laszlo,temalabor,https://github.com/daniel-laszlo/temalabor
Communote,communote-restws,https://github.com/Communote/communote-restws
vorburger,FormGeneratorPOC,https://github.com/vorburger/FormGeneratorPOC
nittka,pocesl,https://github.com/nittka/pocesl
logicfish,POMText,https://github.com/logicfish/POMText
cdietrich,https---github.com-meysholdt-xtext_stateful_lexer,https://github.com/cdietrich/https---github.com-meysholdt-xtext_stateful_lexer
bogdanvuk,xrst,https://github.com/bogdanvuk/xrst
meysholdt,performance_probes,https://github.com/meysholdt/performance_probes
agentlab,PowerLoomDSL,https://github.com/agentlab/PowerLoomDSL
rainerschuster,jdl-ide,https://github.com/rainerschuster/jdl-ide
JoostvanPinxten,SDF3-editor,https://github.com/JoostvanPinxten/SDF3-editor
ceefour,emf-sandbox,https://github.com/ceefour/emf-sandbox
Mehdi23,FlexoModelingLanguage,https://github.com/Mehdi23/FlexoModelingLanguage
atanaka,experimental-rmodp-dsl,https://github.com/atanaka/experimental-rmodp-dsl
leolimasa,reqlang,https://github.com/leolimasa/reqlang
smba,model-based-times,https://github.com/smba/model-based-times
DavidFosterLuhmann,high-dim,https://github.com/DavidFosterLuhmann/high-dim
test-editor,deprecated-test-editor-index-backend,https://github.com/test-editor/deprecated-test-editor-index-backend
sidz8690,EasyUnit,https://github.com/sidz8690/EasyUnit
lsotnk,lsotnk.xbase.launching,https://github.com/lsotnk/lsotnk.xbase.launching
Tim-S,ReqLNG,https://github.com/Tim-S/ReqLNG
helunwencser,PAOC,https://github.com/helunwencser/PAOC
nakul02,sysml.dml,https://github.com/nakul02/sysml.dml
rainerschuster,tlsf-ide,https://github.com/rainerschuster/tlsf-ide
rainerschuster,asdl-ide,https://github.com/rainerschuster/asdl-ide
N0P0x90,EclipseExamples,https://github.com/N0P0x90/EclipseExamples
martinmuellenberg,cityplanning,https://github.com/martinmuellenberg/cityplanning
newdigate,soa-dsl-scaffolding,https://github.com/newdigate/soa-dsl-scaffolding
evansnicholas,yaxpath,https://github.com/evansnicholas/yaxpath
nittka,ASP,https://github.com/nittka/ASP
josros,boby,https://github.com/josros/boby
danhaywood,kemble,https://github.com/danhaywood/kemble
schakko,bsc-thesis-documentation,https://github.com/schakko/bsc-thesis-documentation
szarnekow,mongoBeans,https://github.com/szarnekow/mongoBeans
timeraider4u,external_jar_download,https://github.com/timeraider4u/external_jar_download
Buggaboo,xplatform,https://github.com/Buggaboo/xplatform
jonathankoehn,entitygenerator,https://github.com/jonathankoehn/entitygenerator
marcusphi,polopoly-dsl,https://github.com/marcusphi/polopoly-dsl
alexisfacques,dsl-feature-modelling,https://github.com/alexisfacques/dsl-feature-modelling
sbrocard,statemachine-generator,https://github.com/sbrocard/statemachine-generator
JPL-IMCE,gov.nasa.jpl.imce.oml.core,https://github.com/JPL-IMCE/gov.nasa.jpl.imce.oml.core
PuneetPatwari,system-map-maker,https://github.com/PuneetPatwari/system-map-maker
atanaka,DomainmodelWithCrossReference,https://github.com/atanaka/DomainmodelWithCrossReference
cedricvidal,protobuf4e,https://github.com/cedricvidal/protobuf4e
rowlo,testdsl,https://github.com/rowlo/testdsl
joergreichert,Cool,https://github.com/joergreichert/Cool
WesleyMarques,CompiladorJava,https://github.com/WesleyMarques/CompiladorJava
tommyettinger,kobold,https://github.com/tommyettinger/kobold
stolorz,RankPL-EclipsePlugin,https://github.com/stolorz/RankPL-EclipsePlugin
UnibgInfo3A,ebnfworkbench,https://github.com/UnibgInfo3A/ebnfworkbench
sergiowebo,RaspduinoDSL,https://github.com/sergiowebo/RaspduinoDSL
Remypoc,CmooSimpleJ,https://github.com/Remypoc/CmooSimpleJ
majordomo,majordomo,https://github.com/majordomo/majordomo
ryanignatius,CheckerDSL,https://github.com/ryanignatius/CheckerDSL
raynair,webml,https://github.com/raynair/webml
arbennett,ParserGeneratorExample,https://github.com/arbennett/ParserGeneratorExample
OElabed,Model-Driven-Engineering--Eclipse-RCP-plugin--Software-product-line,https://github.com/OElabed/Model-Driven-Engineering--Eclipse-RCP-plugin--Software-product-line
renaudhelias,MameVHDL,https://github.com/renaudhelias/MameVHDL
cwiscount,mydsl-emf-gen,https://github.com/cwiscount/mydsl-emf-gen
rmuecke,clinicaltrialcreator,https://github.com/rmuecke/clinicaltrialcreator
mythicfreak,aomxsgrammar,https://github.com/mythicfreak/aomxsgrammar
diverse-project,melange-studio,https://github.com/diverse-project/melange-studio
marcotinacci,Event-Oriented-Language,https://github.com/marcotinacci/Event-Oriented-Language
ksza,Bicycle-Shop,https://github.com/ksza/Bicycle-Shop
marcotinacci,SwarmRobotics,https://github.com/marcotinacci/SwarmRobotics
Padmar1995,gh,https://github.com/Padmar1995/gh
